Date,Baseline Inflow,2040_Inflow,2070_Inflow,2100_Inflow
6/10/1983,3193,6370,7899,7277
6/11/1983,3146,6677,7709,7564
6/12/1983,3272,7141,7833,8098
6/13/1983,4248,7634,8260,8666
6/14/1983,4571,8185,8861,9080
6/15/1983,4451,8498,9363,9286
6/16/1983,4161,8669,9809,9438
6/17/1983,3878,9322,10070,9714
6/18/1983,3657,9268,10350,9911
6/19/1983,3534,9044,10784,10214
6/20/1983,3719,8838,11204,10459
6/21/1983,3897,8715,11528,10789
6/22/1983,4085,8647,12199,13693
6/23/1983,4440,8686,12341,13956
6/24/1983,4810,8887,12222,13613
6/25/1983,5268,9222,12152,15037
6/26/1983,5791,9450,11915,14827
6/27/1983,6339,9712,11752,14372
6/28/1983,6739,9934,11770,14072
6/29/1983,7394,10229,12107,14028
6/30/1983,7974,10518,12595,14057
7/1/1983,8411,10765,13660,14115
7/2/1983,8467,10826,13533,13961
7/3/1983,8572,10740,13140,13654
7/4/1983,8288,10533,12379,13178
7/5/1983,7999,10257,11505,12622
7/6/1983,7760,9920,10668,12097
7/7/1983,7556,9601,9995,11692
7/8/1983,7377,9420,9456,11560
7/9/1983,7227,9173,9072,11590
7/10/1983,7167,8768,8824,11571
7/11/1983,7215,8375,8709,11609
7/12/1983,7365,8106,8744,13311
7/13/1983,7420,7936,8644,13605
7/14/1983,7455,8545,10642,13058
7/15/1983,7554,8832,10825,12432
7/16/1983,7611,8564,10388,11930
7/17/1983,7689,8247,9977,11500
7/18/1983,7906,8939,9837,11254
7/19/1983,8112,8899,9969,11111
7/20/1983,8447,8664,10264,11007
7/21/1983,8888,8553,10423,10919
7/22/1983,9206,8596,10510,10879
7/23/1983,9637,8712,10543,10912
7/24/1983,10048,8723,10742,10992
7/25/1983,10342,8764,10901,11138
7/26/1983,10554,9021,10972,11581
7/27/1983,10717,12669,10999,11484
7/28/1983,10878,13434,11501,11305
7/29/1983,11055,13490,12645,11227
7/30/1983,11281,12997,12726,11253
7/31/1983,11611,12574,12739,12019
8/1/1983,11861,12418,12931,12137
8/2/1983,11908,14452,13330,12095
8/3/1983,11837,14832,13289,12009
8/4/1983,11673,14013,13126,11926
8/5/1983,11431,13157,13847,11800
8/6/1983,11152,12815,14106,11670
8/7/1983,10916,11739,13288,11504
8/8/1983,10518,10662,12373,11375
8/9/1983,10009,9770,11496,11206
8/10/1983,9544,9110,10774,11026
8/11/1983,9136,8594,10426,10826
8/12/1983,8796,9959,10216,10641
8/13/1983,8550,9536,9780,10498
8/14/1983,8401,8817,9401,10330
8/15/1983,8313,8320,9129,10108
8/16/1983,8249,8019,9003,9916
8/17/1983,8233,8973,8962,9785
8/18/1983,8226,8939,9022,9698
8/19/1983,8170,8685,8984,9631
8/20/1983,8096,8588,9017,9553
8/21/1983,8038,8573,9092,9531
8/22/1983,8070,8826,9245,9628
8/23/1983,8122,9529,9502,9757
8/24/1983,8183,10470,9803,9941
8/25/1983,8076,10487,9947,10086
8/26/1983,7861,10226,9997,10621
8/27/1983,7603,9940,10072,15544
8/28/1983,7415,9688,9824,17991
8/29/1983,7359,9489,9546,16398
8/30/1983,7429,9516,9301,14254
8/31/1983,8280,9623,9156,12529
9/1/1983,8381,9739,9054,11279
9/2/1983,8054,9742,8981,10358
9/3/1983,7697,9600,8848,9675
9/4/1983,7431,9444,9249,9154
9/5/1983,7240,9153,9096,8718
9/6/1983,7122,8810,8574,8289
9/7/1983,7049,8483,8032,7889
9/8/1983,6982,8191,7570,7545
9/9/1983,6930,7974,7231,7709
9/10/1983,6911,7883,7652,7828
9/11/1983,6941,7848,7433,7636
9/12/1983,7102,7816,7133,7193
9/13/1983,10018,7780,6891,6837
9/14/1983,9754,7633,6679,6652
9/15/1983,9018,7422,6491,6480
9/16/1983,7852,7178,6346,6322
9/17/1983,6846,6888,6223,6144
9/18/1983,5910,6753,6226,5978
9/19/1983,5164,6460,6164,5906
9/20/1983,4541,6051,5977,5730
9/21/1983,4061,5615,5758,5495
9/22/1983,3658,5273,5542,5230
9/23/1983,3339,4939,5192,4933
9/24/1983,3072,4516,4877,4715
9/25/1983,2862,4133,5763,4521
9/26/1983,2729,3916,5873,4289
9/27/1983,2652,3703,5867,4056
9/28/1983,2608,3538,5325,3885
9/29/1983,2576,3432,4735,3781
9/30/1983,2514,3354,4316,3702
10/1/1983,2428,3259,3874,3595
10/2/1983,2315,3120,3689,3429
10/3/1983,2188,2952,3553,3235
10/4/1983,2072,2774,3413,3044
10/5/1983,1983,2635,3060,2896
10/6/1983,1915,2673,2903,2786
10/7/1983,1860,2527,2921,2682
10/8/1983,1814,2356,2979,2576
10/9/1983,1778,2204,2679,2938
10/10/1983,1737,2075,2353,2916
10/11/1983,1786,1940,2071,2615
10/12/1983,1704,1796,1839,2263
10/13/1983,1576,1687,1654,1946
10/14/1983,1462,1546,1508,1680
10/15/1983,1464,1406,1391,1465
10/16/1983,1375,1280,1296,1301
10/17/1983,1272,1184,1221,1175
10/18/1983,1172,1092,1160,1071
10/19/1983,1084,1013,1109,982.5
10/20/1983,1010,944.6,1065,901.9
10/21/1983,948.6,886.6,1026,830.8
10/22/1983,897.1,838.1,992.8,769.2
10/23/1983,854.3,797.8,963.4,717.3
10/24/1983,823.3,764.8,938.1,682.8
10/25/1983,822.5,751.7,917.5,681.9
10/26/1983,861.6,780.7,996.1,757.8
10/27/1983,844.7,832.8,1415,844.3
10/28/1983,812.5,894.6,1633,873.1
10/29/1983,779.6,963.9,2014,895.6
10/30/1983,764.6,1045,1868,932.1
10/31/1983,739.9,1136,1610,975.6
11/1/1983,715.2,1205,1393,1023
11/2/1983,693.3,1239,1275,1065
11/3/1983,674.6,1243,1261,1241
11/4/1983,658.7,1224,1243,1251
11/5/1983,644.9,1187,1212,1223
11/6/1983,632.7,1162,1163,1224
11/7/1983,621.8,1195,1107,1243
11/8/1983,611.9,1400,1052,1276
11/9/1983,602.9,1327,1000,1316
11/10/1983,594.5,1185,952.3,1271
11/11/1983,586.8,1046,909.4,1187
11/12/1983,579.6,930.4,871.6,1094
11/13/1983,572.8,837.1,838.7,1027
11/14/1983,566.3,763.6,810,1005
11/15/1983,560,705.4,785.2,1236
11/16/1983,553.9,659,763.6,1188
11/17/1983,548.1,621.3,744.8,1051
11/18/1983,542.4,590.5,728.2,923.8
11/19/1983,536.8,564.9,713.5,834.6
11/20/1983,531.3,543.5,700.3,782.6
11/21/1983,526,525.4,688.4,747
11/22/1983,520.8,510,677.5,718.5
11/23/1983,515.7,496.9,667.5,714.4
11/24/1983,510.8,485.8,658.2,703.8
11/25/1983,505.9,477,649.6,674.9
11/26/1983,501.2,468.4,641.5,637.6
11/27/1983,496.5,460.6,633.8,598.3
11/28/1983,491.9,456.5,626.5,560.3
11/29/1983,487.3,450.9,619.6,525.4
11/30/1983,483.3,445.8,613,494.4
12/1/1983,479.3,439.8,606.6,467.4
12/2/1983,475.2,433.9,600.5,444.6
12/3/1983,471,428.3,594.5,444.5
12/4/1983,466.8,422.9,588.7,430.7
12/5/1983,462.5,417.9,583.1,413.5
12/6/1983,458.4,413.1,577.5,457.8
12/7/1983,454.3,408.5,572.2,751.4
12/8/1983,450.2,404.1,566.8,756.7
12/9/1983,446.3,399.9,561.5,682.6
12/10/1983,442.4,395.8,558.3,601.6
12/11/1983,438.5,391.9,554.3,534.1
12/12/1983,434.8,388.3,550.1,482.4
12/13/1983,431.1,384.9,545.3,443.8
12/14/1983,427.4,381.6,540.2,415
12/15/1983,423.8,378.1,535.1,393.5
12/16/1983,420.6,374.7,529.9,377.5
12/17/1983,417.1,371.2,524.8,366
12/18/1983,413.6,367.8,519.8,354.6
12/19/1983,410.1,364.4,514.9,344.5
12/20/1983,406.7,361.1,510.1,335.7
12/21/1983,403.4,357.9,505.5,328.2
12/22/1983,400.1,354.7,501.7,321.8
12/23/1983,397.2,351.6,498.8,316.2
12/24/1983,396,348.5,494.2,311.4
12/25/1983,392.8,345.5,489.4,307.1
12/26/1983,389.1,342.5,485,303.2
12/27/1983,385.5,339.6,481.7,299.8
12/28/1983,382.1,336.7,478.5,296.6
12/29/1983,378.8,333.9,474.2,293.7
12/30/1983,375.7,331.1,469.8,290.9
12/31/1983,375.2,328.4,465.4,288.3
1/1/1984,373.1,325.7,461.2,285.9
1/2/1984,369.6,323,457.2,283.5
1/3/1984,365.9,320.4,453.3,281.3
1/4/1984,362.5,317.8,449.5,279.1
1/5/1984,359.2,315.2,445.8,276.9
1/6/1984,356.2,312.7,442.2,274.8
1/7/1984,353.3,310.3,438.7,272.8
1/8/1984,350.5,307.8,435.2,270.8
1/9/1984,347.8,305.4,431.8,268.8
1/10/1984,345.2,302.9,428.4,266.8
1/11/1984,342.6,300.5,425,264.9
1/12/1984,340,298.2,421.7,263
1/13/1984,337.5,295.8,418.4,261.1
1/14/1984,335,293.5,415.2,584.2
1/15/1984,332.5,291.3,412,582.6
1/16/1984,330,289,408.8,499.6
1/17/1984,327.6,286.8,405.7,416.6
1/18/1984,325.2,284.6,402.6,353.9
1/19/1984,322.8,282.4,399.6,311.5
1/20/1984,320.4,280.3,396.6,284.3
1/21/1984,318.1,278.1,393.6,267.3
1/22/1984,315.8,276,390.6,256.7
1/23/1984,313.5,274,387.7,249.8
1/24/1984,311.2,271.9,384.8,245.2
1/25/1984,309,269.9,382,242
1/26/1984,306.7,267.9,379.1,239.4
1/27/1984,304.5,265.9,376.3,237.2
1/28/1984,302.3,263.9,373.6,235.3
1/29/1984,300.2,261.9,370.8,233.5
1/30/1984,298,260,368.1,231.9
1/31/1984,296,258.1,365.4,230.2
2/1/1984,293.9,256.2,362.7,228.6
2/2/1984,291.8,254.3,360.2,227
2/3/1984,289.7,252.5,357.7,225.4
2/4/1984,287.6,250.6,355.1,223.9
2/5/1984,285.6,248.8,352.5,222.3
2/6/1984,283.5,247,349.9,220.8
2/7/1984,281.5,245.2,347.4,219.3
2/8/1984,279.5,243.4,344.9,217.8
2/9/1984,277.6,241.7,342.4,216.3
2/10/1984,275.6,239.9,339.9,214.8
2/11/1984,273.7,238.2,337.5,213.4
2/12/1984,271.8,236.5,335,211.9
2/13/1984,269.9,234.8,332.7,210.5
2/14/1984,268,233.2,330.6,209
2/15/1984,266.1,231.5,328.8,207.6
2/16/1984,264.3,229.9,327.2,206.2
2/17/1984,262.4,228.2,324.7,205.1
2/18/1984,260.6,226.6,322,203.7
2/19/1984,258.8,225,319.4,202.3
2/20/1984,257,223.4,316.9,200.8
2/21/1984,255.2,221.8,314.5,199.4
2/22/1984,253.4,220.2,312.2,198
2/23/1984,251.7,218.7,310,196.7
2/24/1984,250,217.2,307.8,195.3
2/25/1984,248.2,215.6,305.6,194
2/26/1984,246.5,214.1,303.4,192.7
2/27/1984,244.8,212.7,301.3,191.3
2/28/1984,243.2,211.2,299.2,190
2/29/1984,241.5,209.7,326.5,188.8
3/1/1984,239.9,208.3,434.4,421.8
3/2/1984,238.4,213.6,498.4,441.8
3/3/1984,236.8,217.6,552.4,400.4
3/4/1984,235.2,218.4,1078,350.8
3/5/1984,233.6,217.3,1339,308.8
3/6/1984,232,215.1,1254,276.5
3/7/1984,230.7,212.6,1099,252.6
3/8/1984,229.3,209.9,951.9,234.7
3/9/1984,227.9,207.5,830.6,221.1
3/10/1984,227.1,205.3,736.9,210.5
3/11/1984,226.2,227.2,670.4,202.3
3/12/1984,225.2,242.8,626.1,195.7
3/13/1984,224.3,269.4,587.6,190.6
3/14/1984,223.9,383.6,593.2,187.2
3/15/1984,223.7,495.3,737.7,184.9
3/16/1984,223.1,595.2,1014,183.1
3/17/1984,221.9,725.2,3237,607.6
3/18/1984,220,873.4,3563,646.5
3/19/1984,217.5,1032,3291,585.3
3/20/1984,215,1077,2879,506.4
3/21/1984,212.7,1060,2484,439.7
3/22/1984,212.5,1023,2159,454.8
3/23/1984,214.8,1033,1907,492.9
3/24/1984,260.1,1146,1873,555.3
3/25/1984,275.7,1263,2407,579.4
3/26/1984,279.3,1341,3016,566.7
3/27/1984,275.2,1417,3095,534.4
3/28/1984,269.2,1512,2960,493.4
3/29/1984,291.5,1610,2783,450
3/30/1984,417.2,1602,2615,419.1
3/31/1984,473.8,1504,2508,399.4
4/1/1984,448.1,1366,2421,511.5
4/2/1984,403.2,1216,2297,515.2
4/3/1984,359.9,1070,2131,489.9
4/4/1984,323.4,935.1,1946,454.1
4/5/1984,294.4,814.2,1791,416.4
4/6/1984,271.9,709.5,1722,380.5
4/7/1984,253.6,619.7,1592,370.9
4/8/1984,253.9,551.7,1444,473.3
4/9/1984,249.2,525.3,1451,587.9
4/10/1984,242,563.4,1321,752.9
4/11/1984,255.4,599.5,1176,882.7
4/12/1984,348.8,674.6,1103,1031
4/13/1984,389.1,771.5,1257,1289
4/14/1984,455.7,833.8,1373,1508
4/15/1984,532.5,853.5,1424,1720
4/16/1984,550.4,851.4,1435,1896
4/17/1984,538.6,851.3,1395,1989
4/18/1984,551.7,857.1,1321,2110
4/19/1984,625.8,875.2,1244,2400
4/20/1984,757.8,908.7,1189,2422
4/21/1984,864,955.1,1332,2317
4/22/1984,955.7,1058,1606,2257
4/23/1984,1084,1200,1723,2464
4/24/1984,1246,1322,1774,2650
4/25/1984,1547,1409,1779,2796
4/26/1984,2031,1467,1750,2703
4/27/1984,2070,1480,1697,2543
4/28/1984,1994,1462,1638,2369
4/29/1984,1891,1444,1584,2317
4/30/1984,1808,1500,1536,2189
5/1/1984,1799,1625,1498,2073
5/2/1984,1871,1746,1494,2033
5/3/1984,1940,1859,1680,2121
5/4/1984,2146,2022,1992,2260
5/5/1984,2281,2293,2055,2400
5/6/1984,2283,2572,2073,2448
5/7/1984,2263,3136,2124,2435
5/8/1984,2250,3324,2183,2380
5/9/1984,2207,3389,2337,2325
5/10/1984,2164,3513,2501,2398
5/11/1984,2160,3494,2675,2551
5/12/1984,2112,3387,2823,2736
5/13/1984,1965,3288,2864,2733
5/14/1984,1780,3194,2772,2602
5/15/1984,1619,3151,2714,2454
5/16/1984,1530,3157,2682,2326
5/17/1984,1481,3556,2613,2259
5/18/1984,1457,3728,2529,2199
5/19/1984,1471,3539,2485,2248
5/20/1984,1587,3435,2525,2467
5/21/1984,1844,3498,2675,2693
5/22/1984,2213,4189,2927,3020
5/23/1984,2801,9103,3358,3508
5/24/1984,5939,16577,3950,4193
5/25/1984,6909,21154,4620,5042
5/26/1984,6424,19989,5188,5829
5/27/1984,5979,17637,5948,5982
5/28/1984,5359,15467,6285,6328
5/29/1984,4854,13856,6524,6295
5/30/1984,4517,12794,6781,7876
5/31/1984,4503,12061,7239,11464
6/1/1984,4543,11622,8239,11372
6/2/1984,4627,11518,10051,11181
6/3/1984,4761,11616,10295,10262
6/4/1984,4941,11266,9658,10114
6/5/1984,5110,10901,8877,9570
6/6/1984,5415,10594,8345,8864
6/7/1984,5784,10470,7959,8341
6/8/1984,6090,10476,7928,8181
6/9/1984,6214,10582,8400,8030
6/10/1984,6418,10637,8384,8010
6/11/1984,6586,10741,8273,8080
6/12/1984,6765,10848,8211,8223
6/13/1984,11582,12474,8339,8492
6/14/1984,14670,12675,8499,8853
6/15/1984,14247,12649,8790,9793
6/16/1984,12937,11976,9575,10367
6/17/1984,11601,11215,10378,10787
6/18/1984,10579,10513,10089,11011
6/19/1984,9859,9956,9373,11069
6/20/1984,9447,10377,8679,11066
6/21/1984,9237,9848,8210,11085
6/22/1984,9162,8985,7973,11162
6/23/1984,9184,8207,8071,11305
6/24/1984,9389,7820,8464,12174
6/25/1984,9592,7902,9051,12253
6/26/1984,9917,8474,9845,15453
6/27/1984,10223,9162,10343,15467
6/28/1984,10544,9774,10594,14588
6/29/1984,10639,10263,10892,13698
6/30/1984,10563,10617,11045,13035
7/1/1984,10469,10829,11056,12603
7/2/1984,10411,10926,11079,12333
7/3/1984,10276,13821,11035,12147
7/4/1984,10202,20170,11016,12027
7/5/1984,10060,20595,11351,11831
7/6/1984,9886,19102,12844,11525
7/7/1984,9642,17173,12682,11181
7/8/1984,9311,15490,12207,10871
7/9/1984,9020,14260,11795,10656
7/10/1984,8772,13566,11453,10479
7/11/1984,8614,13111,11352,10405
7/12/1984,8636,13020,11610,10471
7/13/1984,8843,17318,12642,10652
7/14/1984,9181,19096,13050,10922
7/15/1984,9469,18778,13630,11265
7/16/1984,9594,18022,13831,11946
7/17/1984,9714,17150,13766,11902
7/18/1984,9475,16110,13603,11616
7/19/1984,9120,15162,13729,11260
7/20/1984,8752,14310,13387,10934
7/21/1984,8447,13784,13040,10749
7/22/1984,8246,13068,12786,10638
7/23/1984,8153,12377,12646,10543
7/24/1984,9020,11828,12580,10339
7/25/1984,9877,11476,12557,10201
7/26/1984,10054,11304,12573,10095
7/27/1984,9660,11184,12516,10032
7/28/1984,9631,11173,12479,10057
7/29/1984,9296,11165,12484,10082
7/30/1984,8954,11098,12469,9996
7/31/1984,8738,11042,12448,9867
8/1/1984,8726,11040,12871,9773
8/2/1984,8916,11200,12672,9776
8/3/1984,9220,11334,12369,9844
8/4/1984,11440,11441,12120,10009
8/5/1984,13025,11496,11938,10219
8/6/1984,12502,11531,11822,10445
8/7/1984,11611,11614,11754,10675
8/8/1984,10853,12771,11709,10847
8/9/1984,10296,12507,12445,11012
8/10/1984,9949,11924,12197,11128
8/11/1984,9754,11380,11683,11138
8/12/1984,9687,10939,11194,11175
8/13/1984,9660,10421,10779,11310
8/14/1984,9373,9925,10453,11341
8/15/1984,9070,9524,10178,11096
8/16/1984,8896,9177,9967,10818
8/17/1984,9228,9003,9760,10940
8/18/1984,9402,8725,9665,10784
8/19/1984,9414,8530,9689,10602
8/20/1984,9300,8478,9925,10471
8/21/1984,9223,8583,10225,10478
8/22/1984,9156,8807,10581,10340
8/23/1984,9019,9510,10734,10067
8/24/1984,8872,9540,10926,9713
8/25/1984,8741,9094,10964,9368
8/26/1984,8633,8471,10948,9050
8/27/1984,8639,7899,13170,8809
8/28/1984,8664,7503,13277,9149
8/29/1984,8486,7284,12225,9356
8/30/1984,8215,7147,11095,9042
8/31/1984,7814,6942,10121,8321
9/1/1984,7344,6666,9323,7558
9/2/1984,6842,6364,8656,6956
9/3/1984,6325,6005,8054,6193
9/4/1984,5856,5634,7526,5478
9/5/1984,5420,5223,7039,4797
9/6/1984,4968,4730,6548,4169
9/7/1984,4536,4250,6075,3602
9/8/1984,4123,3804,5635,3271
9/9/1984,3793,3442,5259,2890
9/10/1984,3592,3193,4993,2603
9/11/1984,3481,3083,5122,2478
9/12/1984,3463,3322,4977,2315
9/13/1984,3522,3290,4783,2222
9/14/1984,4727,3198,4684,2337
9/15/1984,4765,3117,4690,2688
9/16/1984,4489,3119,4802,2771
9/17/1984,4260,3222,4963,2594
9/18/1984,4135,3363,5122,2416
9/19/1984,3967,3428,5177,2274
9/20/1984,3672,3363,5062,2150
9/21/1984,3277,3199,4784,2024
9/22/1984,2902,2982,4435,1904
9/23/1984,2581,2743,4066,1785
9/24/1984,2297,2505,3721,1672
9/25/1984,2048,2281,3402,1564
9/26/1984,1831,2073,3112,1462
9/27/1984,1645,1868,2820,1367
9/28/1984,1486,1684,2547,1279
9/29/1984,1360,1537,2300,1182
9/30/1984,1277,1435,2085,1117
10/1/1984,1229,1347,1936,1050
10/2/1984,1189,1297,1782,989.6
10/3/1984,1150,1223,1645,934.6
10/4/1984,1091,1171,1529,892.1
10/5/1984,1098,1580,1435,860.7
10/6/1984,1041,1521,1356,834.5
10/7/1984,983.2,1426,1294,805.5
10/8/1984,931.7,1273,1257,791.4
10/9/1984,897.6,1152,1241,794.1
10/10/1984,867.1,1059,1200,897.7
10/11/1984,826.4,997.2,1155,1015
10/12/1984,782.8,960.4,1113,1073
10/13/1984,742.5,941.9,1075,982.7
10/14/1984,706.5,932.9,1041,867.1
10/15/1984,676,948.8,1012,750.9
10/16/1984,654,949.8,986.7,654.5
10/17/1984,647.2,1050,965.2,587.4
10/18/1984,804.7,1163,948,534.3
10/19/1984,1733,1132,939.3,507.2
10/20/1984,1918,1155,1024,534.5
10/21/1984,1740,1171,1237,805.6
10/22/1984,1435,1198,1215,811.9
10/23/1984,1168,1345,1141,754.4
10/24/1984,971.3,2333,1073,829.6
10/25/1984,869.5,4672,1036,849.6
10/26/1984,1175,4764,1037,812.4
10/27/1984,1235,4216,1088,757.9
10/28/1984,1099,3556,1157,739.2
10/29/1984,939.5,2967,1231,702.1
10/30/1984,804.5,2506,1292,649.5
10/31/1984,701.9,2902,1326,595.3
11/1/1984,626.7,2605,1337,691.4
11/2/1984,571.8,2174,1325,769.2
11/3/1984,531.4,1788,1295,899.3
11/4/1984,501,1487,1397,799.2
11/5/1984,477.5,1262,1557,661.8
11/6/1984,458.6,1096,1455,545.4
11/7/1984,443.2,972.4,1298,460.2
11/8/1984,430.3,878.2,1153,417
11/9/1984,419.3,805.1,1066,451.4
11/10/1984,410.1,847.5,1091,570.4
11/11/1984,402.1,847.3,1143,747.5
11/12/1984,395.1,804.3,1098,923.9
11/13/1984,389,753.4,1028,1112
11/14/1984,383.7,706,960.2,1267
11/15/1984,379,664.9,899.5,1283
11/16/1984,374.7,630.2,847.5,1216
11/17/1984,370.6,600.8,805.3,1080
11/18/1984,366.6,575.8,769.5,939.6
11/19/1984,362.6,554.3,740,814.6
11/20/1984,358.8,535.7,713.8,708.9
11/21/1984,355.1,519.6,690.6,622.1
11/22/1984,351.6,505.6,670.2,550.6
11/23/1984,348.3,493.3,652.4,490.4
11/24/1984,345.1,482.5,636.9,440.3
11/25/1984,342.1,473,623.5,399.1
11/26/1984,339.3,464.4,611.4,365.4
11/27/1984,336.4,457,600.7,337.9
11/28/1984,333.6,450.9,591,315.5
11/29/1984,330.7,444.6,582.4,297.3
11/30/1984,327.9,438.4,574.5,282.4
12/1/1984,325.2,432.5,567.2,270.4
12/2/1984,322.5,427,560.5,260.5
12/3/1984,319.9,421.8,554.1,252.3
12/4/1984,317.3,417.4,548.2,245.4
12/5/1984,314.9,413.4,542.5,239.6
12/6/1984,312.4,409.1,537.1,234.7
12/7/1984,310,404.9,532.1,230.5
12/8/1984,307.6,400.9,527.3,226.9
12/9/1984,305.3,397.8,522.7,223.7
12/10/1984,303,632.9,518.1,220.8
12/11/1984,300.6,629.9,513.5,218.2
12/12/1984,298.3,566.6,509.3,215.9
12/13/1984,296,503,505,213.7
12/14/1984,293.7,454.4,500.5,211.7
12/15/1984,291.4,420.7,496.1,209.8
12/16/1984,289.3,398.3,491.8,208
12/17/1984,287.9,383.6,487.6,206.2
12/18/1984,285.7,374.5,483.4,204.6
12/19/1984,283.3,367.5,479.2,203
12/20/1984,281,361.8,475.1,201.4
12/21/1984,278.8,357.1,471,199.8
12/22/1984,276.6,353.1,467,198.3
12/23/1984,274.5,349.5,463.1,196.9
12/24/1984,272.4,346.2,459.3,195.4
12/25/1984,270.4,343,455.5,194
12/26/1984,268.4,340,451.8,192.6
12/27/1984,266.4,337.1,448.2,191.2
12/28/1984,264.5,334.2,444.6,189.8
12/29/1984,262.6,331.4,441,188.4
12/30/1984,260.7,328.7,437.5,187.1
12/31/1984,258.8,326,434.1,185.7
1/1/1985,256.9,323.3,430.6,184.4
1/2/1985,255,320.7,427.3,183.1
1/3/1985,253.2,318.1,423.9,181.8
1/4/1985,251.4,315.5,420.6,180.5
1/5/1985,249.6,313,417.4,179.3
1/6/1985,247.8,310.5,414.2,178
1/7/1985,246,308,411,176.7
1/8/1985,244.3,305.6,407.8,175.5
1/9/1985,242.5,303.2,404.7,174.4
1/10/1985,240.8,300.8,401.6,175.5
1/11/1985,239.1,298.5,398.6,174.4
1/12/1985,237.4,296.2,395.6,173.4
1/13/1985,235.7,293.9,392.6,171.6
1/14/1985,234.1,291.6,389.7,169.7
1/15/1985,232.4,289.4,386.8,168
1/16/1985,230.8,287.2,383.9,166.7
1/17/1985,229.2,285,381,165.3
1/18/1985,227.6,282.8,378.2,164
1/19/1985,226,280.7,375.4,162.8
1/20/1985,224.4,278.5,372.6,161.6
1/21/1985,222.8,276.4,369.9,160.4
1/22/1985,221.3,274.4,367.2,159.3
1/23/1985,219.7,272.3,364.5,158.2
1/24/1985,218.2,270.3,361.8,157.2
1/25/1985,216.7,268.3,359.2,156.1
1/26/1985,215.2,266.3,356.5,155
1/27/1985,213.7,264.3,354,154.5
1/28/1985,212.2,262.3,351.4,153.4
1/29/1985,210.7,260.4,348.9,152.2
1/30/1985,209.3,258.5,346.3,151.1
1/31/1985,207.8,256.6,343.8,149.9
2/1/1985,206.4,254.7,341.4,148.8
2/2/1985,205,252.9,338.9,147.7
2/3/1985,203.6,251,336.5,146.7
2/4/1985,202.2,249.2,334.1,145.7
2/5/1985,200.8,247.4,331.7,144.6
2/6/1985,199.4,245.6,329.4,143.6
2/7/1985,198,243.8,327,142.7
2/8/1985,196.7,242.1,324.7,141.7
2/9/1985,195.3,240.4,322.4,140.7
2/10/1985,194,238.6,320.1,139.7
2/11/1985,192.7,236.9,317.9,138.8
2/12/1985,191.3,235.2,315.7,137.8
2/13/1985,190,233.6,313.4,136.9
2/14/1985,188.7,231.9,311.2,136
2/15/1985,187.5,230.2,309.1,135.2
2/16/1985,186.2,228.6,307,134.4
2/17/1985,184.9,227,304.9,133.4
2/18/1985,183.7,225.4,302.8,132.5
2/19/1985,182.4,223.8,300.7,131.6
2/20/1985,181.2,222.2,298.6,130.7
2/21/1985,179.9,220.7,296.5,129.9
2/22/1985,178.9,219.1,294.4,129
2/23/1985,177.7,217.6,292.4,128.1
2/24/1985,176.6,216.1,290.3,127.2
2/25/1985,175.4,214.6,288.3,126.3
2/26/1985,174.2,213.1,286.3,125.4
2/27/1985,173,211.6,284.3,124.6
2/28/1985,171.9,210.1,282.4,123.8
3/1/1985,171.2,208.7,281,123.5
3/2/1985,170.5,207.2,279.9,123.3
3/3/1985,169.9,205.8,278.8,123
3/4/1985,169.3,204.7,277.9,122.6
3/5/1985,169.3,203.6,280.9,122.1
3/6/1985,169.4,202.5,281,121.5
3/7/1985,168.6,201.7,278.9,121.5
3/8/1985,167.3,200.9,276.2,121.2
3/9/1985,165.9,200,273.4,120.7
3/10/1985,164.3,199,273.5,120.1
3/11/1985,162.9,198,318.3,119.2
3/12/1985,161.8,197.3,335.3,118.4
3/13/1985,160.5,197.3,340.7,118.4
3/14/1985,159.1,196.5,344.5,123.3
3/15/1985,157.7,195.1,337.4,127
3/16/1985,156.3,193.4,326.5,130.1
3/17/1985,154.9,191.6,314.7,129
3/18/1985,153.5,189.7,303.4,126.8
3/19/1985,152.2,187.9,293.5,125.5
3/20/1985,151,186.2,285.1,157.8
3/21/1985,150.3,184.5,310.2,161.8
3/22/1985,149.6,183,338.5,168.9
3/23/1985,148.9,181.7,348.1,160.6
3/24/1985,148.7,180.9,348.1,149.5
3/25/1985,148.4,180,339.3,139.4
3/26/1985,148,179.1,327.3,131.1
3/27/1985,147.6,177.9,314.2,124.6
3/28/1985,150,176.3,300.9,119.4
3/29/1985,193.9,175,296.8,115.3
3/30/1985,321.1,175.1,289.8,112.2
3/31/1985,371.9,195.9,281.8,115.6
4/1/1985,385.7,242.2,307.4,129
4/2/1985,399.9,240.9,389.5,141.8
4/3/1985,489.3,227.3,556.2,146.6
4/4/1985,553.7,213.3,771.4,156.3
4/5/1985,586.6,201.8,939.5,164.9
4/6/1985,589,195.2,983.1,218.1
4/7/1985,568.6,190.5,962.3,312.1
4/8/1985,534.8,185.6,908.1,623.6
4/9/1985,492.3,180.6,839,681.9
4/10/1985,445,175.9,766.1,655.3
4/11/1985,398.7,171.8,695.4,599.7
4/12/1985,361.5,168.1,630.3,537.2
4/13/1985,350.7,164.8,572.5,477.1
4/14/1985,370.1,162,522.1,500
4/15/1985,488,159.8,479.2,486.4
4/16/1985,712.8,158.8,443.6,457.4
