Date,Baseline Inflow,2040_Inflow,2070_Inflow,2100_Inflow
7/30/1978,6572,9105,13610,7934
7/31/1978,8190,9253,13341,7974
8/1/1978,11177,9347,13040,8060
8/2/1978,11731,9430,12980,8146
8/3/1978,11460,9731,12759,8260
8/4/1978,11021,9650,12501,8409
8/5/1978,10488,9371,12308,8639
8/6/1978,10057,9289,12191,8940
8/7/1978,9690,9447,12193,9282
8/8/1978,9568,9814,12338,9629
8/9/1978,9368,9892,12600,9849
8/10/1978,9144,9941,13634,9975
8/11/1978,8817,9993,13140,9759
8/12/1978,8478,13164,12818,9455
8/13/1978,8861,12899,11980,9202
8/14/1978,8691,11809,11325,9009
8/15/1978,8538,10946,11017,8919
8/16/1978,8530,12059,10995,8982
8/17/1978,8572,11688,11063,9103
8/18/1978,8404,11269,10926,9209
8/19/1978,8081,10480,10760,9317
8/20/1978,7755,9582,10468,9314
8/21/1978,7499,8634,10153,9206
8/22/1978,7290,7830,9888,9084
8/23/1978,7093,7267,9718,9027
8/24/1978,6933,6875,9568,9093
8/25/1978,6855,6642,9386,8844
8/26/1978,6820,6516,9212,8532
8/27/1978,6819,6468,9115,8243
8/28/1978,6760,6478,8962,7997
8/29/1978,6656,6510,8731,7748
8/30/1978,6536,6417,8475,7473
8/31/1978,6390,6214,8224,7153
9/1/1978,6175,5949,8005,7700
9/2/1978,5935,5746,7794,7251
9/3/1978,5693,5309,7549,6369
9/4/1978,5461,4854,7286,5514
9/5/1978,5295,4521,7073,4816
9/6/1978,5185,4381,6939,4309
9/7/1978,5090,4392,6786,4018
9/8/1978,4980,4469,6657,3953
9/9/1978,4863,5479,6599,4086
9/10/1978,4757,5447,6606,4352
9/11/1978,4649,5009,6643,4694
9/12/1978,4519,4570,6691,4970
9/13/1978,4341,4199,6480,5073
9/14/1978,4084,3845,6138,4961
9/15/1978,3774,3483,5756,4766
9/16/1978,3456,3136,5363,4354
9/17/1978,3181,2819,5023,3906
9/18/1978,2978,2557,4761,3514
9/19/1978,2870,2366,4477,3237
9/20/1978,2797,2257,4248,3042
9/21/1978,2759,2216,4123,2954
9/22/1978,2770,2252,4068,2973
9/23/1978,2807,2386,4093,3067
9/24/1978,2824,2519,4155,3705
9/25/1978,2783,2643,4290,3677
9/26/1978,2717,2699,4372,3460
9/27/1978,2638,3008,4378,3210
9/28/1978,2900,2983,4301,2995
9/29/1978,3160,2802,4170,2849
9/30/1978,2966,2613,4034,2764
10/1/1978,2647,2448,4273,2744
10/2/1978,2332,2290,3994,2726
10/3/1978,2033,2138,3602,2693
10/4/1978,1786,2006,3230,2639
10/5/1978,1584,1861,2905,2563
10/6/1978,1428,1730,2645,2492
10/7/1978,1325,1643,2451,2450
10/8/1978,1271,1731,2323,2663
10/9/1978,1248,1760,2262,4021
10/10/1978,1240,1703,2263,3931
10/11/1978,1246,1735,2384,3461
10/12/1978,1262,2076,2384,3044
10/13/1978,1224,2010,2362,2769
10/14/1978,1383,1853,2359,2672
10/15/1978,1314,1726,2542,2610
10/16/1978,1216,1787,2504,2520
10/17/1978,1105,1719,2598,2436
10/18/1978,1007,1623,2466,2350
10/19/1978,914.9,1533,2292,2255
10/20/1978,831.5,1442,2138,2147
10/21/1978,761,1352,2003,2028
10/22/1978,702.4,1263,1879,1903
10/23/1978,653.6,1180,1767,1758
10/24/1978,614.3,1107,1674,1612
10/25/1978,592.8,1039,1570,1480
10/26/1978,565.3,979.1,1470,1358
10/27/1978,539.1,925.1,1379,1244
10/28/1978,516.3,878.5,1300,1137
10/29/1978,497.4,838.8,1232,1028
10/30/1978,481.9,805.2,1174,931.5
10/31/1978,486.7,776.9,1124,859.8
11/1/1978,477.5,752.8,1083,828.2
11/2/1978,464.2,732.3,1048,833.1
11/3/1978,452.5,717.6,1018,867.5
11/4/1978,441.6,706.6,992.1,898.8
11/5/1978,432,729,969.4,933.4
11/6/1978,423.3,717.8,949.3,887.3
11/7/1978,415.7,698.1,931.4,816.1
11/8/1978,408.8,678.8,915.5,742.3
11/9/1978,402.7,662.1,901.1,674.4
11/10/1978,397.3,648.4,888.2,614.7
11/11/1978,392.6,637.1,876.8,563.7
11/12/1978,387.9,627.8,867.5,520.5
11/13/1978,383.3,619.6,857.8,484.3
11/14/1978,378.9,612,848.4,454.2
11/15/1978,374.7,604.9,839.7,429.1
11/16/1978,370.6,598.1,831.4,408.5
11/17/1978,366.7,591.8,822.1,391.6
11/18/1978,362.8,585.8,812.9,377.8
11/19/1978,358.9,580,804.4,366.3
11/20/1978,355.2,574.5,796.6,356.5
11/21/1978,351.5,568.9,789,348.1
11/22/1978,347.9,563.2,781.3,341
11/23/1978,344.4,557.6,774.7,335.3
11/24/1978,341,552.2,768,330.1
11/25/1978,337.7,546.8,761.9,325.2
11/26/1978,334.5,541.6,755.6,320.7
11/27/1978,331.3,536.5,748.8,316.6
11/28/1978,328.2,531.6,741.5,312.9
11/29/1978,325.2,526.8,734.2,309.5
11/30/1978,322.3,522.1,727,306.5
12/1/1978,319.4,517.5,720.1,303.7
12/2/1978,316.6,513,713.3,301
12/3/1978,313.7,508.5,706.6,298.2
12/4/1978,310.9,504.2,700.1,295.3
12/5/1978,308.2,502.3,693.9,292.6
12/6/1978,305.5,501.8,688,290.1
12/7/1978,302.8,497.7,682.2,287.6
12/8/1978,300.2,492.4,676.7,285.2
12/9/1978,298.1,487.1,671.4,282.9
12/10/1978,296.8,482.2,682.7,280.7
12/11/1978,294.4,477.7,1415,278.7
12/12/1978,291.6,473.6,1718,280
12/13/1978,288.9,469.7,1671,282.2
12/14/1978,286.3,466,1706,413.7
12/15/1978,284.1,462.2,2283,563.9
12/16/1978,281.6,458.4,2458,640.3
12/17/1978,279.1,454.6,2732,602
12/18/1978,276.6,451.3,2687,538.7
12/19/1978,274.2,447.8,2510,479.4
12/20/1978,271.9,444,2301,430.9
12/21/1978,269.7,440.3,2100,392.8
12/22/1978,267.5,436.7,1919,363.5
12/23/1978,265.3,433.2,1758,343.1
12/24/1978,263.2,429.7,1618,323.9
12/25/1978,261.1,427.8,1497,307.5
12/26/1978,259,426.4,1389,293.8
12/27/1978,257,603,1293,282.6
12/28/1978,254.9,599,1209,273.2
12/29/1978,253.1,550,1136,265.5
12/30/1978,251.2,501.2,1072,259
12/31/1978,249.2,464,1017,253.4
1/1/1979,247.3,438.2,973.1,248.7
1/2/1979,245.4,421,932.5,244.7
1/3/1979,244,409.4,894.9,241.1
1/4/1979,242.1,401.5,861.7,238
1/5/1979,240.1,395.7,832.5,237.4
1/6/1979,238.1,391.2,806.9,237.8
1/7/1979,236.2,387.5,784.4,235.7
1/8/1979,234.6,384.2,764.4,232.4
1/9/1979,233,381.1,746.6,229
1/10/1979,231.2,378.1,730.5,226.1
1/11/1979,229.3,375.3,716,223.6
1/12/1979,227.5,372.5,702.7,221.5
1/13/1979,225.8,369.8,690.5,219.6
1/14/1979,224,367.1,679.2,217.8
1/15/1979,222.4,364.5,668.6,216.2
1/16/1979,220.7,361.8,658.7,215
1/17/1979,219.1,359.2,649.4,214.6
1/18/1979,217.5,356.6,640.6,214
1/19/1979,215.9,354.1,632.2,213.5
1/20/1979,214.3,351.6,624.2,212.4
1/21/1979,212.8,349,616.6,210.6
1/22/1979,211.2,346.6,609.2,208.8
1/23/1979,209.7,344.1,602.1,209.1
1/24/1979,208.2,341.7,595.2,207.5
1/25/1979,206.7,339.2,588.6,205.1
1/26/1979,205.2,336.8,582.1,202.7
1/27/1979,203.7,334.5,797.4,200.4
1/28/1979,202.2,332.1,3373,198.4
1/29/1979,200.8,329.8,3723,196.6
1/30/1979,199.4,327.4,3394,194.9
1/31/1979,197.9,325.1,2927,193.4
2/1/1979,196.5,322.9,2496,191.8
2/2/1979,195.1,320.6,2142,190.4
2/3/1979,193.7,318.4,1861,189
2/4/1979,192.4,316.2,1639,188.3
2/5/1979,191,314.8,1461,189
2/6/1979,189.7,313.1,1315,190.2
2/7/1979,188.3,311.2,1195,190.1
2/8/1979,187,309.1,1095,188.4
2/9/1979,185.7,306.9,1010,186.1
2/10/1979,184.4,304.6,938.6,184.7
2/11/1979,183.1,302.3,877.2,318.2
2/12/1979,181.8,316.9,1088,566.3
2/13/1979,180.6,323.9,1072,582.6
2/14/1979,179.3,324.7,1008,539.9
2/15/1979,178,322.4,1197,2935
2/16/1979,176.8,318.4,1154,3395
2/17/1979,175.6,313.5,1065,3124
2/18/1979,174.4,308.3,977.2,2689
2/19/1979,173.1,303.1,901,2270
2/20/1979,172,298.2,838.5,1914
2/21/1979,170.8,293.6,787.6,1625
2/22/1979,169.6,289.4,745.9,1392
2/23/1979,168.4,285.6,711.3,1204
2/24/1979,167.3,282,682.2,1051
2/25/1979,166.1,278.8,657.3,925.6
2/26/1979,165,275.8,636,820.9
2/27/1979,163.8,273.1,617.4,733.5
2/28/1979,162.7,270.5,601.2,659.9
3/1/1979,161.7,268.1,586.8,597.9
3/2/1979,160.6,265.9,574,545.4
3/3/1979,159.5,263.8,562.6,500.8
3/4/1979,158.4,261.8,552.2,462.9
3/5/1979,157.3,259.9,542.7,430.5
3/6/1979,156.2,258,533.9,402.8
3/7/1979,155.1,256.1,525.7,379
3/8/1979,154,254.2,518,358.5
3/9/1979,153,252.4,510.8,340.7
3/10/1979,151.9,250.6,504,325.3
3/11/1979,150.9,248.8,497.5,311.9
3/12/1979,149.9,247.1,491.3,300.1
3/13/1979,148.9,246.2,485.6,289.8
3/14/1979,147.9,244.9,480.1,280.6
3/15/1979,146.9,243.6,474.9,272.5
3/16/1979,146.9,242.1,469.9,266.2
3/17/1979,146.1,240.6,465,259.9
3/18/1979,145,258.7,460.2,254
3/19/1979,143.8,266.6,455.6,248.5
3/20/1979,142.6,268.2,543.8,243.3
3/21/1979,141.5,266.1,859.2,238.4
3/22/1979,140.5,262.2,1019,233.9
3/23/1979,139.4,257.9,1118,229.8
3/24/1979,138.5,253,1060,226
3/25/1979,137.9,247.9,964.6,222.7
3/26/1979,137.4,243,870.9,219.7
3/27/1979,136.7,238.4,795.7,216.6
3/28/1979,136,235.3,732.5,213.4
3/29/1979,135.3,232.4,678.8,210.3
3/30/1979,134.4,229.4,633.9,207.8
3/31/1979,133.3,226.6,596.4,205.4
4/1/1979,132.3,223.6,565.2,203.1
4/2/1979,131.3,220.8,538.9,201.2
4/3/1979,130.4,218.4,516.8,198.9
4/4/1979,130.3,249.5,498,196.6
4/5/1979,132.3,254.6,487.3,194.2
4/6/1979,200.2,263.3,505.8,191.9
4/7/1979,268.9,278.4,681.1,245.7
4/8/1979,342.2,305.7,899.4,325.8
4/9/1979,465.3,366.5,1096,465.2
4/10/1979,579.9,455.5,1252,1178
4/11/1979,660.5,575,1467,1566
4/12/1979,706.1,695.5,1634,1682
4/13/1979,740.1,794.7,1661,1688
4/14/1979,2580,911.8,1648,1674
4/15/1979,2921,961.2,1605,1638
4/16/1979,2637,1207,1518,1703
4/17/1979,2215,1247,1411,1741
4/18/1979,1819,1179,1303,1621
4/19/1979,1491,1086,1205,1499
4/20/1979,1232,991.6,1119,1403
4/21/1979,1029,988.8,1078,1408
4/22/1979,916.2,1059,1237,1657
4/23/1979,972,1297,1463,2209
4/24/1979,1037,1688,1728,2840
4/25/1979,1140,2157,2199,3170
4/26/1979,1201,2590,2804,3476
4/27/1979,1175,3180,2977,4049
4/28/1979,1109,3666,3146,4028
4/29/1979,1016,3992,3173,3841
4/30/1979,916.5,4073,3050,3591
5/1/1979,819,3949,2883,3316
5/2/1979,754.5,3705,2693,3044
5/3/1979,751.5,3458,2499,2807
5/4/1979,895.7,3252,2325,2747
5/5/1979,1044,3089,2204,2732
5/6/1979,1165,2921,2118,3164
5/7/1979,1239,2764,2014,4439
5/8/1979,1282,2626,1901,4713
5/9/1979,1293,2532,1785,4506
5/10/1979,1272,2460,1673,4133
5/11/1979,1231,2372,1570,3763
5/12/1979,1194,2271,1477,3460
5/13/1979,1165,2168,1394,3280
5/14/1979,1137,2079,1330,3106
5/15/1979,1132,2078,1295,2867
5/16/1979,1164,2438,1364,2665
5/17/1979,1196,2586,1465,2606
5/18/1979,1225,2472,1580,2553
5/19/1979,1244,2325,1721,2630
5/20/1979,1261,2226,1853,2666
5/21/1979,1304,2213,2041,2758
5/22/1979,1372,2225,2232,2895
5/23/1979,1585,2247,2492,3018
5/24/1979,1616,2276,2699,3110
5/25/1979,1522,2310,2779,3157
5/26/1979,1376,2346,2787,3146
5/27/1979,1219,2387,2767,3157
5/28/1979,1069,2455,2782,3197
5/29/1979,932.7,2557,2818,3250
5/30/1979,817.9,2827,2864,3371
5/31/1979,721.8,3416,2908,3789
6/1/1979,633.4,3789,3005,3938
6/2/1979,562.4,4036,3208,3956
6/3/1979,566.6,4495,3575,3957
6/4/1979,687.4,5184,3793,4054
6/5/1979,1028,5892,4105,4363
6/6/1979,1550,6119,4500,4907
6/7/1979,2162,6351,5037,5706
6/8/1979,2720,7049,5653,6552
6/9/1979,3421,7647,7313,7676
6/10/1979,3765,8069,7920,12291
6/11/1979,4201,8103,8101,14471
6/12/1979,4334,7971,8048,15537
6/13/1979,4228,7510,7932,14337
6/14/1979,4089,7151,7860,12713
6/15/1979,4023,7683,7854,11381
6/16/1979,4120,7607,8059,10567
6/17/1979,4389,6993,9347,10290
6/18/1979,4600,6990,10273,10613
6/19/1979,4822,7003,10177,16324
6/20/1979,5063,8288,9963,19615
6/21/1979,5379,9224,9770,20205
6/22/1979,5721,9317,9644,19560
6/23/1979,6134,9477,13454,18544
6/24/1979,6460,9723,17673,17575
6/25/1979,6862,10135,18035,16903
6/26/1979,7302,10569,17163,16451
6/27/1979,7835,11134,16352,16350
6/28/1979,8293,11669,15754,16284
6/29/1979,8722,12095,15466,16455
6/30/1979,9077,12434,15341,17299
7/1/1979,9469,12695,15430,17185
7/2/1979,9527,13656,15419,16844
7/3/1979,9644,13870,15676,18346
7/4/1979,9554,14271,15761,18326
7/5/1979,9478,14574,15522,17776
7/6/1979,9480,14294,15338,17187
7/7/1979,9680,14193,15244,16731
7/8/1979,9877,13765,15081,16454
7/9/1979,10300,13334,14975,16254
7/10/1979,10652,13112,14921,16157
7/11/1979,10951,12981,14874,15997
7/12/1979,11156,12880,14819,15800
7/13/1979,11361,12836,14891,15603
7/14/1979,11433,12715,14952,15414
7/15/1979,11527,12548,14546,15252
7/16/1979,11555,12375,14126,15330
7/17/1979,11982,12215,13623,14992
7/18/1979,11805,12069,13295,14483
7/19/1979,11514,12620,13097,14455
7/20/1979,11042,12527,13077,14067
7/21/1979,10581,12993,12759,13591
7/22/1979,10218,12841,12481,13192
7/23/1979,10019,12350,12272,12917
7/24/1979,12473,11858,12163,12938
7/25/1979,13119,11422,12070,12840
7/26/1979,12681,11135,12041,12656
7/27/1979,11831,11007,12121,12514
7/28/1979,11063,11027,12120,12436
7/29/1979,10544,11022,12091,12418
7/30/1979,10235,11047,12109,12463
7/31/1979,10096,11196,12203,12607
8/1/1979,10049,11256,12183,12798
8/2/1979,10057,11125,12193,13061
8/3/1979,10152,10894,12854,13036
8/4/1979,10045,10621,12658,13236
8/5/1979,9839,10270,12235,13624
8/6/1979,9296,9827,11807,17426
8/7/1979,8743,9354,11409,17415
8/8/1979,8238,9023,11039,15576
8/9/1979,7814,8598,10762,13622
8/10/1979,7439,8085,10580,12041
8/11/1979,7152,7645,10277,10900
8/12/1979,6954,7344,9970,10140
8/13/1979,6833,7169,9684,9688
8/14/1979,6830,7111,9478,9335
8/15/1979,7686,7155,10025,9112
8/16/1979,7645,7277,10980,8968
8/17/1979,7413,7410,11123,11202
8/18/1979,7221,7481,11780,11152
8/19/1979,7036,7492,10974,10616
8/20/1979,6884,7435,9706,9890
8/21/1979,6731,7263,8467,9358
8/22/1979,6313,7043,7381,8784
8/23/1979,5802,6808,6623,8098
8/24/1979,5470,6529,6185,7558
8/25/1979,5629,6310,6006,7219
8/26/1979,5822,6310,6051,7071
8/27/1979,5461,6404,6208,7000
8/28/1979,5060,6286,6512,6941
8/29/1979,4772,5973,6897,6904
8/30/1979,4624,5693,6878,6960
8/31/1979,4607,5494,6769,7169
9/1/1979,4644,5350,6689,7264
9/2/1979,4679,5214,6616,7093
9/3/1979,4697,5115,6593,6806
9/4/1979,4723,5048,6732,7175
9/5/1979,4740,4988,6530,7850
9/6/1979,4763,4957,6264,7491
9/7/1979,4757,4997,6052,6869
9/8/1979,4683,5068,5909,6312
9/9/1979,4580,5096,5822,5851
9/10/1979,4782,5085,5692,5598
9/11/1979,4827,5062,5533,5390
9/12/1979,4857,5021,5399,5144
9/13/1979,4635,4956,5286,4934
9/14/1979,4383,4859,7010,4730
9/15/1979,4082,4708,7766,4535
9/16/1979,3745,4621,7279,4346
9/17/1979,3397,5080,6272,4138
9/18/1979,3066,4687,5324,3940
9/19/1979,2795,4119,4561,3755
9/20/1979,2571,3600,4050,3576
9/21/1979,2388,3188,3595,3391
9/22/1979,2252,2878,3221,3221
9/23/1979,2079,2639,2929,3059
9/24/1979,1907,2439,2683,2904
9/25/1979,1741,2263,2484,2753
9/26/1979,1624,2130,2338,2660
9/27/1979,1571,2088,2300,2627
9/28/1979,1569,2135,2381,2656
9/29/1979,1561,2213,2645,2571
9/30/1979,1567,2219,5093,2572
10/1/1979,1485,2168,5109,2457
10/2/1979,1400,2075,4360,2323
10/3/1979,1349,2293,3526,2199
10/4/1979,1307,2153,2848,2089
10/5/1979,1283,1926,2351,1986
10/6/1979,1277,1694,1999,1904
10/7/1979,1283,1486,1760,1862
10/8/1979,1296,1318,1607,1860
10/9/1979,1400,1183,1506,3228
10/10/1979,1383,1068,1429,3661
10/11/1979,1308,971.7,1349,3232
10/12/1979,1227,899.9,1272,2672
10/13/1979,1164,832.5,1280,2205
10/14/1979,1549,775.8,1222,1868
10/15/1979,1745,727.6,1144,2073
10/16/1979,1893,688.2,1941,2043
10/17/1979,1792,657,2052,2356
10/18/1979,1592,632.4,1807,4968
10/19/1979,1363,668.9,1596,6453
10/20/1979,1168,706.3,1480,7335
10/21/1979,1014,681.5,1328,6647
10/22/1979,900.3,643.4,1449,5891
10/23/1979,830.3,608.4,1412,4987
10/24/1979,791.6,580.2,1285,4230
10/25/1979,757,558.6,1151,3979
10/26/1979,718.8,746.9,1046,4088
10/27/1979,689.1,796.3,975.7,3898
10/28/1979,717.5,835.6,920.7,3856
10/29/1979,712.3,1128,877.4,3453
10/30/1979,673.9,1211,975.7,2934
10/31/1979,631.1,1094,1051,2478
11/1/1979,593.1,949.5,1527,2121
11/2/1979,567.3,833.8,1516,1845
11/3/1979,656.2,765.9,1372,1633
11/4/1979,680.4,765.4,1172,1470
11/5/1979,639.8,718.6,1006,1341
11/6/1979,589.2,664.6,886.7,1238
11/7/1979,545.5,616.5,815.6,1154
11/8/1979,511.6,576.4,856.4,1086
11/9/1979,485.9,543.5,815.1,1029
11/10/1979,466.4,518,760.4,982.2
11/11/1979,451.3,497.4,713.7,940.7
11/12/1979,439.3,480.6,678.2,904.4
11/13/1979,429.6,467.2,652.2,872.8
11/14/1979,421.3,454.7,633.1,845.2
11/15/1979,414.1,443.7,619.3,820.9
11/16/1979,407.8,436.5,608.2,799.4
11/17/1979,402.1,429.3,598.7,780.3
11/18/1979,396.8,421.4,590.3,763.1
11/19/1979,392.1,414.1,582.5,747.8
11/20/1979,388.2,407.3,575.4,734.4
11/21/1979,384.1,401.1,568.7,721.3
11/22/1979,380,395.6,562.3,708.9
11/23/1979,376,390.6,556.3,697.4
11/24/1979,372.7,386,550.6,686.7
11/25/1979,369.9,381.8,545.5,677.2
11/26/1979,366.7,377.8,540.3,669
11/27/1979,363.2,374.1,535.1,661.3
11/28/1979,359.6,370.5,530,652.8
11/29/1979,356,367.2,525,644.3
11/30/1979,352.6,363.9,520.1,635.8
12/1/1979,349.3,360.7,515.3,627.6
12/2/1979,346.1,357.7,510.6,619.6
12/3/1979,342.9,354.7,506,611.9
12/4/1979,339.8,351.8,501.5,604.5
12/5/1979,336.8,348.9,497.1,597.2
12/6/1979,333.9,346.1,492.7,590.1
12/7/1979,331,343.3,488.9,583.3
12/8/1979,328.3,340.7,485,576.6
12/9/1979,326.4,338.2,481,570.1
12/10/1979,323.9,335.7,477,563.8
12/11/1979,321.1,333.1,473,557.8
12/12/1979,318.4,330.6,469,552.1
12/13/1979,317.1,328.3,465.1,546.7
12/14/1979,314.5,326,461.2,541.4
12/15/1979,311.5,323.5,457.4,536.1
12/16/1979,308.6,321.1,453.6,952
12/17/1979,305.8,318.8,449.9,1793
12/18/1979,303.1,421.6,446.2,1930
12/19/1979,300.5,596.6,442.5,1838
12/20/1979,298,623,438.9,4661
12/21/1979,295.5,839.8,435.4,5612
12/22/1979,293.1,1839,436.4,5086
12/23/1979,290.8,2069,596.4,4259
12/24/1979,288.5,2128,723.1,3544
12/25/1979,286.3,1820,690.3,2929
12/26/1979,284.3,1489,622.5,2445
12/27/1979,282.1,1217,560.2,2073
12/28/1979,279.9,1013,512.8,1786
12/29/1979,277.6,864.1,478.8,1563
12/30/1979,275.4,754.1,454.8,1386
12/31/1979,273.3,671.9,437.7,1243
1/1/1980,271.2,609.1,425.2,1128
1/2/1980,269.1,560,415.5,1032
1/3/1980,267.1,520.9,407.9,954.2
1/4/1980,265,489.2,401.5,888.7
1/5/1980,263.1,463.3,396,833.9
1/6/1980,261.1,441.8,391.2,787.9
1/7/1980,259.1,423.9,386.9,749
1/8/1980,257.2,408.7,382.9,715.9
1/9/1980,255.3,395.9,379.2,687.7
1/10/1980,253.4,384.9,375.7,663.3
1/11/1980,251.6,375.4,372.3,642.2
1/12/1980,249.7,367.1,369.2,623.8
1/13/1980,247.9,359.7,366.1,607.5
1/14/1980,246.1,353.1,363.2,593
1/15/1980,244.4,347.3,367,580.1
1/16/1980,242.6,342,367.6,568.4
1/17/1980,240.8,337,365.9,557.7
1/18/1980,239.1,332.4,363.1,547.8
1/19/1980,237.3,327.9,359.6,538.7
1/20/1980,235.6,323.7,356,530.1
1/21/1980,233.9,319.7,352.4,522
1/22/1980,232.2,315.8,348.7,514.3
1/23/1980,230.6,312.1,345.4,507.1
1/24/1980,228.9,308.6,342.3,500.1
1/25/1980,227.3,305.1,339.3,493.5
1/26/1980,225.7,301.8,336.4,487.1
1/27/1980,224.1,298.6,333.2,480.9
1/28/1980,222.5,295.4,330.1,474.9
1/29/1980,220.9,292.3,327.1,469.2
1/30/1980,219.3,289.3,324.3,463.6
1/31/1980,217.9,286.3,321.8,458.1
2/1/1980,216.4,283.4,320,452.8
2/2/1980,214.8,280.6,318.1,447.6
2/3/1980,213.3,277.8,316,442.6
2/4/1980,211.7,275,313.4,437.6
2/5/1980,210.2,272.3,310.6,432.8
2/6/1980,208.8,269.7,308,428.1
2/7/1980,207.3,267.1,305.5,423.5
2/8/1980,205.8,264.6,303.2,419
2/9/1980,204.4,262,300.9,414.6
2/10/1980,203,259.6,298.7,410.2
2/11/1980,201.6,257.1,296.7,406
2/12/1980,200.2,254.8,294.7,401.8
2/13/1980,198.8,252.4,292.7,397.7
2/14/1980,197.9,250.1,291,393.7
2/15/1980,196.7,247.8,289.1,389.7
2/16/1980,195.6,245.6,287.2,385.9
2/17/1980,194.7,243.4,285.3,382.1
2/18/1980,193.8,241.2,283.7,378.6
2/19/1980,192.5,239,297.4,375.3
2/20/1980,191,236.9,303.2,372
2/21/1980,189.5,234.9,303.9,368.5
2/22/1980,187.9,232.8,301.8,365.1
2/23/1980,186.3,230.8,339.1,362.1
2/24/1980,185.2,228.8,364.5,359.2
2/25/1980,183.9,226.9,371.6,356.4
2/26/1980,182.7,225.1,368,353.7
2/27/1980,181.4,223.4,358.7,364.2
2/28/1980,180,221.5,346.4,367.5
2/29/1980,178.6,219.6,333.4,366.5
3/1/1980,177.2,217.7,320.6,363.1
3/2/1980,175.9,215.9,309.1,358.4
3/3/1980,174.6,214,298.9,352.9
3/4/1980,173.4,212.3,289.7,347.2
3/5/1980,172.4,210.6,281.7,341.6
3/6/1980,171.3,209,274.6,336.2
3/7/1980,170.2,207.4,268.5,331.2
3/8/1980,169.4,205.7,263.3,326.6
3/9/1980,168.2,203.9,258.9,322.3
3/10/1980,167,202.4,254.9,318.8
3/11/1980,166.2,201.3,252.1,452.9
3/12/1980,165.1,199.9,249.5,467.7
3/13/1980,163.8,198.8,264.2,492.2
3/14/1980,162.6,197.7,292.4,666.6
3/15/1980,161.5,196.5,311.1,1563
3/16/1980,160.4,195.2,319.7,1840
3/17/1980,159.4,203.6,407.9,2510
3/18/1980,158.7,212.4,709.9,2583
3/19/1980,158.3,292.3,922.5,2265
3/20/1980,157.7,461.5,1022,1912
3/21/1980,156.9,498.7,1051,1612
3/22/1980,155.9,490.3,1022,1378
3/23/1980,154.9,463.2,961.7,1200
3/24/1980,153.8,429.7,887.6,1064
3/25/1980,152.7,395.6,840.2,958.4
3/26/1980,151.5,363.4,918.9,896.9
3/27/1980,150.3,334.3,1200,902
3/28/1980,149,308.8,1829,1022
3/29/1980,147.8,300.2,2079,1029
3/30/1980,146.7,281.4,2059,997
3/31/1980,145.6,262,1977,943.4
4/1/1980,144.6,245,1934,883.3
4/2/1980,143.7,231.1,1785,823.7
4/3/1980,142.9,219.8,1617,792.6
4/4/1980,142.3,210.6,1476,839.1
4/5/1980,142.9,203.2,1415,982.7
4/6/1980,152.1,197,1421,1097
4/7/1980,170.4,192.2,1429,1168
4/8/1980,193.8,199.7,1421,1195
4/9/1980,221.9,235.4,1444,1191
4/10/1980,259,383.7,1502,1178
4/11/1980,438,529,1585,1150
4/12/1980,1470,1129,1886,1138
4/13/1980,1657,1684,2728,1183
4/14/1980,1548,2051,3877,1279
4/15/1980,1393,2270,4707,1374
4/16/1980,1245,2355,5044,1462
4/17/1980,1118,2333,5070,1579
4/18/1980,1052,2241,4894,1681
4/19/1980,1199,2106,4607,1721
4/20/1980,1315,2128,4266,1761
4/21/1980,1203,2070,3921,1788
4/22/1980,1087,1965,3603,1774
4/23/1980,1043,1889,3403,1753
4/24/1980,1057,1813,3311,1764
4/25/1980,1175,1738,3235,1848
4/26/1980,1673,1661,3114,2024
4/27/1980,1697,1625,2984,2137
4/28/1980,1639,1624,2890,2211
4/29/1980,1607,1722,2850,2271
4/30/1980,1610,1872,3018,2413
5/1/1980,1622,1997,3625,2659
5/2/1980,1718,2069,3975,3007
5/3/1980,1807,2114,4264,3910
5/4/1980,2040,2141,4964,4492
5/5/1980,2248,2189,5720,4931
5/6/1980,2330,2275,7278,5181
5/7/1980,2312,2370,11460,5330
5/8/1980,2388,2403,15889,5340
5/9/1980,2339,2412,16128,5302
5/10/1980,2254,2509,14779,5276
5/11/1980,2114,2493,13277,5156
5/12/1980,1954,2467,11948,4820
5/13/1980,1806,2537,11316,4534
5/14/1980,1678,2658,10842,4244
5/15/1980,1604,2910,10129,4065
5/16/1980,1595,3211,9622,4050
5/17/1980,1686,3465,9210,4383
5/18/1980,1673,3555,9011,4822
5/19/1980,1658,3592,9052,5522
5/20/1980,1688,3549,9602,6087
5/21/1980,1686,3492,10044,7175
5/22/1980,1707,3454,10175,7094
5/23/1980,1719,3602,10112,6727
5/24/1980,1740,3570,9885,6300
5/25/1980,1781,3448,9753,5811
5/26/1980,1869,3328,9711,5298
5/27/1980,1996,3380,9822,4856
5/28/1980,2202,3913,10184,4576
5/29/1980,2598,3966,11280,4503
5/30/1980,2929,3794,11385,4714
5/31/1980,3065,3584,11255,8869
6/1/1980,3114,3386,11196,10705
6/2/1980,3112,3258,10683,10611
6/3/1980,3129,3200,10116,9697
6/4/1980,3181,4389,9637,10554
6/5/1980,3355,5047,9342,13051
6/6/1980,3683,6536,9230,13927
6/7/1980,4050,6760,9281,12492
6/8/1980,4381,5975,9476,10788
6/9/1980,4740,5161,9723,9469
6/10/1980,5163,4533,10049,8681
